Ticket purchase time,Phone Number,Ticket price,no of tickets,Type of tikcet
"Dec 8, 2022  07:54:20",7840690854,10,2,one way
"Dec 8, 2022  08:01:24",9315295194,10,1,one way
"Dec 8, 2022  08:02:15",6975395024,10,1,one way
"Dec 8, 2022  08:08:36",7715542852,216,6,return
"Dec 8, 2022  08:21:24",7608459958,10,1,one way
"Dec 8, 2022  08:25:26",9366741556,5,1,one way
"Dec 8, 2022  09:04:54",8433516002,20,1,one way
"Dec 8, 2022  09:09:56",7012786914,9,1,return
"Dec 8, 2022  09:46:05",8406684310,20,1,one way
"Dec 8, 2022  09:46:13",9550129736,108,3,return
"Dec 8, 2022  09:56:36",8774032456,9,1,return
"Dec 8, 2022  09:56:36",8449680354,108,3,return
"Dec 8, 2022  11:16:48",8804679435,20,1,one way
"Dec 8, 2022  11:55:49",7764866866,20,1,one way
"Dec 8, 2022  12:06:46",7920784462,10,1,one way
"Dec 8, 2022  12:29:05",9309544525,20,1,one way
"Dec 8, 2022  13:35:20",6850049473,60,6,one way
"Dec 8, 2022  13:57:04",8390246867,20,1,one way
"Dec 8, 2022  14:46:36",8238161797,10,1,one way
"Dec 8, 2022  17:04:08",6877969377,10,1,one way
"Dec 8, 2022  18:16:16",7653029084,20,1,one way
"Dec 8, 2022  18:17:08",7571228570,9,1,return
"Dec 8, 2022  18:23:02",9285805775,20,1,one way
"Dec 8, 2022  18:36:00",7668462825,20,1,one way
"Dec 8, 2022  18:43:03",7479366319,10,1,one way
"Dec 8, 2022  18:57:53",7135295717,10,1,one way
"Dec 8, 2022  19:11:17",7582367680,20,1,one way
"Dec 8, 2022  19:35:11",8920220900,108,3,return
"Dec 8, 2022  19:53:20",9832593109,5,1,one way
"Dec 8, 2022  20:07:44",8517583077,5,1,one way
"Dec 8, 2022  20:09:36",9302226164,30,3,one way
"Dec 8, 2022  21:59:02",7014324071,20,1,one way
"Dec 8, 2022  22:20:21",9121850997,10,1,one way
"Dec 8, 2022  22:26:59",6557996799,20,1,one way
"Dec 8, 2022  22:30:26",9418033588,5,1,one way
"Dec 8, 2022  22:38:12",9501038521,60,6,one way
"Dec 8, 2022  22:50:36",9757316096,10,1,one way
"Dec 9, 2022  01:53:28",7922004342,36,4,return
"Dec 9, 2022  02:09:53",8367932926,5,1,one way
"Dec 9, 2022  02:10:28",7114185571,5,1,one way
"Dec 9, 2022  03:52:42",6807528853,10,2,one way
"Dec 9, 2022  03:59:28",9361393065,10,1,one way
"Dec 9, 2022  04:23:05",7139847455,5,1,one way
"Dec 9, 2022  04:28:34",9252369494,5,1,one way
"Dec 9, 2022  04:38:12",8085399693,36,4,return
"Dec 9, 2022  05:23:43",8750384580,10,1,one way
"Dec 9, 2022  06:08:04",7304162896,5,1,one way
"Dec 9, 2022  06:58:36",7870152386,20,1,one way
"Dec 9, 2022  07:24:23",7264703898,80,4,one way
"Dec 9, 2022  08:02:15",7094785832,10,1,one way
"Dec 9, 2022  08:09:36",9413895685,5,1,one way
"Dec 9, 2022  09:05:37",8285590211,30,3,one way
"Dec 9, 2022  10:10:42",9138008055,36,2,return
"Dec 9, 2022  10:17:46",7548939377,5,1,one way
"Dec 9, 2022  10:27:24",9136265615,10,1,one way
"Dec 9, 2022  10:46:25",6900833144,5,1,one way
"Dec 9, 2022  10:49:52",9021040650,36,2,return
"Dec 9, 2022  10:54:20",9652387920,5,1,one way
"Dec 9, 2022  11:02:15",9817924783,10,1,one way
"Dec 9, 2022  12:45:39",8549250482,60,6,one way
"Dec 9, 2022  12:52:25",9673082157,9,1,return
"Dec 9, 2022  13:18:12",7175319680,10,1,one way
"Dec 9, 2022  13:51:01",8159240632,10,1,one way
"Dec 9, 2022  14:57:16",8203376895,5,1,one way
"Dec 9, 2022  15:13:58",8202382549,5,1,one way
"Dec 9, 2022  15:23:20",9160755321,20,1,one way
"Dec 9, 2022  16:29:34",7814441223,20,1,one way
"Dec 9, 2022  16:36:46",7610850448,20,1,one way
"Dec 9, 2022  16:49:44",8315211052,5,1,one way
"Dec 9, 2022  17:20:24",8404312050,90,5,return
"Dec 9, 2022  17:25:26",8628263899,30,3,one way
"Dec 9, 2022  17:33:04",9401411100,80,4,one way
"Dec 9, 2022  17:33:48",9664565282,5,1,one way
"Dec 9, 2022  18:14:07",6563518228,20,1,one way
"Dec 9, 2022  18:19:18",9221153435,36,4,return
"Dec 9, 2022  19:18:29",6871524348,30,3,one way
"Dec 9, 2022  19:19:38",7496296060,10,1,one way
"Dec 9, 2022  19:59:14",7868356330,10,1,one way
"Dec 9, 2022  20:12:12",9643186133,5,1,one way
"Dec 9, 2022  20:32:12",8809811841,25,5,one way
"Dec 9, 2022  20:43:35",7501827614,10,1,one way
"Dec 9, 2022  20:57:42",7212832456,20,1,one way
"Dec 9, 2022  21:33:24",8976393175,5,1,one way
"Dec 9, 2022  21:41:37",7458168716,9,1,return
"Dec 9, 2022  21:52:25",9725794849,20,1,one way
"Dec 9, 2022  22:26:07",9553077641,5,1,one way
"Dec 10, 2022  02:14:47",8554178294,90,5,return
"Dec 10, 2022  02:19:41",9041671092,5,1,one way
"Dec 10, 2022  02:39:42",7954898132,20,1,one way
"Dec 10, 2022  02:49:29",9670674266,5,1,one way
"Dec 10, 2022  03:44:56",8120721041,20,1,one way
"Dec 10, 2022  04:05:40",6859338304,20,1,one way
"Dec 10, 2022  05:05:51",9664449365,9,1,return
"Dec 10, 2022  05:49:47",6772422193,108,3,return
"Dec 10, 2022  07:42:06",7062285531,30,3,one way
"Dec 10, 2022  07:42:49",9849580416,5,1,one way
"Dec 10, 2022  07:47:51",9328453642,20,1,one way
"Dec 10, 2022  07:50:18",9550194961,10,2,one way
"Dec 10, 2022  08:22:25",8659742118,10,1,one way
"Dec 10, 2022  08:24:35",7909675029,25,5,one way
"Dec 10, 2022  08:33:39",7484499016,20,1,one way
"Dec 10, 2022  09:12:58",6546265987,10,1,one way
"Dec 10, 2022  09:25:21",7464102129,20,1,one way
"Dec 10, 2022  10:27:07",6661892753,20,1,one way
"Dec 10, 2022  10:56:56",8058461841,5,1,one way
"Dec 10, 2022  11:31:38",8794460603,108,3,return
"Dec 10, 2022  11:35:23",7052882281,10,1,one way
"Dec 10, 2022  11:38:59",8349836619,20,1,one way
"Dec 10, 2022  12:10:05",9309156242,5,1,one way
"Dec 10, 2022  12:13:24",7107105090,5,1,one way
"Dec 10, 2022  12:30:14",9127136398,5,1,one way
"Dec 10, 2022  13:38:56",7012915124,20,1,one way
"Dec 10, 2022  13:44:41",6569705457,5,1,one way
"Dec 10, 2022  14:24:00",7207410240,20,1,one way
"Dec 10, 2022  14:35:48",6928377953,36,2,return
"Dec 10, 2022  14:46:28",9816315172,20,1,one way
"Dec 10, 2022  14:47:37",9750240612,108,3,return
"Dec 10, 2022  16:48:43",7863424291,30,3,one way
"Dec 10, 2022  17:04:08",7060487021,10,1,one way
"Dec 10, 2022  17:52:22",6919389981,5,1,one way
"Dec 10, 2022  17:56:24",8642403269,10,1,one way
"Dec 10, 2022  18:02:44",8700965579,25,5,one way
"Dec 10, 2022  18:18:26",9588462616,36,4,return
"Dec 10, 2022  19:27:59",6649890730,20,1,one way
"Dec 10, 2022  21:39:53",7270927153,9,1,return
"Dec 10, 2022  22:36:55",8477704665,10,1,one way
"Dec 10, 2022  22:37:29",8082688839,5,1,one way
"Dec 10, 2022  22:48:26",7675538649,20,1,one way
"Dec 10, 2022  22:49:00",7310189805,10,2,one way
"Dec 10, 2022  22:55:03",8531339766,10,1,one way
"Dec 10, 2022  22:59:40",8131075234,5,1,one way
"Dec 11, 2022  01:03:39",6755008258,5,1,one way
"Dec 11, 2022  01:22:22",6932328420,36,2,return
"Dec 11, 2022  02:02:50",8969992663,10,1,one way
"Dec 11, 2022  02:30:37",6733301641,5,1,one way
"Dec 11, 2022  02:54:14",8043321627,36,2,return
"Dec 11, 2022  03:48:49",6607982593,80,4,one way
"Dec 11, 2022  03:56:10",6814843472,10,1,one way
"Dec 11, 2022  04:03:39",7857559973,10,1,one way
"Dec 11, 2022  05:43:52",9438294605,5,1,one way
"Dec 11, 2022  05:47:02",9090592672,20,1,one way
"Dec 11, 2022  05:47:46",9210660004,10,1,one way
"Dec 11, 2022  06:04:36",6768504070,10,1,one way
"Dec 11, 2022  06:12:40",9268804637,20,1,one way
"Dec 11, 2022  06:22:28",6629780110,10,1,one way
"Dec 11, 2022  07:00:12",6992323450,5,1,one way
"Dec 11, 2022  08:00:49",9585339570,60,6,one way
"Dec 11, 2022  08:09:45",8114762568,36,2,return
"Dec 11, 2022  08:35:14",6753347223,30,3,one way
"Dec 11, 2022  08:59:17",7068009236,20,1,one way
"Dec 11, 2022  10:37:21",7865560111,216,6,return
"Dec 11, 2022  10:44:07",7338036666,5,1,one way
"Dec 11, 2022  11:24:17",8491817807,10,2,one way
"Dec 11, 2022  11:30:55",8680860958,25,5,one way
"Dec 11, 2022  13:23:31",8298183859,10,1,one way
"Dec 11, 2022  13:53:37",9634009935,80,4,one way
"Dec 11, 2022  14:22:51",8921610138,10,1,one way
"Dec 11, 2022  15:42:03",8597303651,20,1,one way
"Dec 11, 2022  16:09:16",7467862719,20,1,one way
"Dec 11, 2022  16:48:09",6648827336,5,1,one way
"Dec 11, 2022  17:27:36",7987536870,20,1,one way
"Dec 11, 2022  18:22:54",8044423181,9,1,return
"Dec 11, 2022  18:45:30",9830801692,20,1,one way
"Dec 11, 2022  18:46:22",9486373031,10,1,one way
"Dec 11, 2022  19:15:10",7673874900,5,1,one way
"Dec 11, 2022  20:07:52",6781996631,5,1,one way
"Dec 11, 2022  20:46:45",8603413455,10,1,one way
"Dec 11, 2022  20:52:22",9625451313,5,1,one way
"Dec 11, 2022  21:02:27",7660582224,10,1,one way
"Dec 11, 2022  21:14:15",9719143693,20,1,one way
"Dec 11, 2022  21:49:06",9838040807,20,1,one way
"Dec 11, 2022  22:03:48",9674810755,10,1,one way
"Dec 11, 2022  22:05:05",7769052726,20,1,one way
"Dec 11, 2022  22:13:09",6852941616,10,1,one way
"Dec 11, 2022  22:16:11",9782696589,20,1,one way
"Dec 11, 2022  22:36:55",9714660558,5,1,one way
"Dec 12, 2022  01:26:24",8890932844,36,2,return
"Dec 12, 2022  01:32:27",8512926127,10,1,one way
"Dec 12, 2022  02:07:00",8555240639,10,1,one way
"Dec 12, 2022  02:10:11",7077248862,10,1,one way
"Dec 12, 2022  03:49:41",7066219512,36,2,return
"Dec 12, 2022  03:52:51",8364945877,9,1,return
"Dec 12, 2022  04:35:37",7160511310,10,1,one way
"Dec 12, 2022  05:09:10",7532733379,5,1,one way
"Dec 12, 2022  05:32:21",8265371198,20,1,one way
"Dec 12, 2022  06:03:10",7708437806,10,1,one way
"Dec 12, 2022  06:20:36",8938557459,10,1,one way
"Dec 12, 2022  06:51:50",7378116496,216,6,return
"Dec 12, 2022  07:08:15",6556009038,10,1,one way
"Dec 12, 2022  07:44:50",7424116018,20,1,one way
"Dec 12, 2022  08:00:23",8817611909,10,2,one way
"Dec 12, 2022  08:23:34",7658116961,5,1,one way
"Dec 12, 2022  08:32:47",8889097392,10,1,one way
"Dec 12, 2022  08:51:22",7747924962,36,2,return
"Dec 12, 2022  09:35:08",8480991579,20,1,one way
"Dec 12, 2022  09:39:53",6806820327,80,4,one way
"Dec 12, 2022  09:58:36",6983922978,20,1,one way
"Dec 12, 2022  10:07:06",7660363156,36,2,return
"Dec 12, 2022  10:47:00",9219809734,10,1,one way
"Dec 12, 2022  11:52:22",9211846949,10,1,one way
"Dec 12, 2022  12:21:53",6708315941,36,4,return
"Dec 12, 2022  12:30:32",9274134841,90,5,return
"Dec 12, 2022  12:32:33",7581269294,20,1,one way
"Dec 12, 2022  12:37:09",7638243471,20,1,one way
"Dec 12, 2022  12:49:32",7157091500,20,1,one way
"Dec 12, 2022  14:26:44",7368058190,5,1,one way
"Dec 12, 2022  14:43:00",6643104516,10,1,one way
"Dec 12, 2022  15:53:25",8280582900,20,1,one way
"Dec 12, 2022  15:55:44",7736260930,5,1,one way
"Dec 12, 2022  16:05:40",7503275126,80,4,one way
"Dec 12, 2022  16:43:15",9419081821,5,1,one way
"Dec 12, 2022  17:02:41",9182692498,10,1,one way
"Dec 12, 2022  18:18:09",7121111874,20,1,one way
"Dec 12, 2022  19:12:17",8730606031,36,2,return
"Dec 12, 2022  19:26:41",8855760054,10,1,one way
"Dec 12, 2022  19:35:37",6616972233,25,5,one way
"Dec 12, 2022  19:42:40",6768871966,5,1,one way
"Dec 12, 2022  19:51:53",8029612905,5,1,one way
"Dec 12, 2022  21:14:07",7609295450,10,1,one way
"Dec 12, 2022  21:29:05",9316780378,60,6,one way
"Dec 12, 2022  21:33:42",7762706603,216,6,return
"Dec 12, 2022  21:35:51",7149377188,30,3,one way
"Dec 12, 2022  21:38:53",7463628108,216,6,return
"Dec 12, 2022  21:42:03",9786097793,5,1,one way
"Dec 12, 2022  21:47:40",6856776320,10,1,one way
"Dec 12, 2022  21:57:36",8910438150,20,1,one way
"Dec 12, 2022  22:24:23",7833102810,20,1,one way
"Dec 12, 2022  22:30:17",7122048022,5,1,one way
"Dec 12, 2022  22:56:47",8997529154,108,3,return
"Dec 13, 2022  01:02:12",8552749283,36,4,return
"Dec 13, 2022  01:05:57",9649662716,216,6,return
"Dec 13, 2022  02:05:08",8910498164,10,1,one way
"Dec 13, 2022  02:21:33",8610736005,108,3,return
"Dec 13, 2022  02:32:12",7038609107,20,1,one way
"Dec 13, 2022  03:47:14",7973813739,20,1,one way
"Dec 13, 2022  03:53:43",7003397948,10,1,one way
"Dec 13, 2022  04:51:36",6551488151,10,1,one way
"Dec 13, 2022  04:57:04",7104474442,10,1,one way
"Dec 13, 2022  05:32:56",7660313010,5,1,one way
"Dec 13, 2022  05:47:46",6897358876,108,3,return
"Dec 13, 2022  05:55:58",7503078739,20,1,one way
"Dec 13, 2022  06:00:09",9499891697,5,1,one way
"Dec 13, 2022  06:39:53",8389179165,20,1,one way
"Dec 13, 2022  07:38:21",8047790530,10,1,one way
"Dec 13, 2022  07:43:32",7444505557,10,1,one way
"Dec 13, 2022  07:44:33",9496351036,10,1,one way
"Dec 13, 2022  07:58:13",9502460400,10,1,one way
"Dec 13, 2022  08:08:27",6895764430,20,1,one way
"Dec 13, 2022  09:03:36",8824428201,10,1,one way
"Dec 13, 2022  09:08:38",7569435675,10,1,one way
"Dec 13, 2022  09:15:50",6548413688,10,1,one way
"Dec 13, 2022  10:04:22",8934478141,5,1,one way
"Dec 13, 2022  11:01:15",6564762284,20,1,one way
"Dec 13, 2022  11:12:29",9758413693,5,1,one way
"Dec 13, 2022  11:22:51",9391305878,10,1,one way
"Dec 13, 2022  11:31:21",7013244159,20,1,one way
"Dec 13, 2022  12:51:07",9016734544,5,1,one way
"Dec 13, 2022  13:31:18",7156539153,20,1,one way
"Dec 13, 2022  13:37:03",7214013892,9,1,return
"Dec 13, 2022  15:05:11",8671349517,5,1,one way
"Dec 13, 2022  15:08:47",7587908876,10,2,one way
"Dec 13, 2022  15:54:52",8876817623,5,1,one way
"Dec 13, 2022  16:20:21",8082513854,5,1,one way
"Dec 13, 2022  16:26:15",7983177723,10,1,one way
"Dec 13, 2022  16:33:19",8815721426,10,1,one way
"Dec 13, 2022  16:42:58",6629707605,30,3,one way
"Dec 13, 2022  17:49:12",6817897448,20,1,one way
"Dec 13, 2022  17:50:38",8729877209,20,1,one way
"Dec 13, 2022  18:12:49",8586215996,60,6,one way
"Dec 13, 2022  18:58:11",7705207016,10,1,one way
"Dec 13, 2022  19:15:10",9211746810,10,1,one way
"Dec 13, 2022  19:57:22",9256109514,20,1,one way
"Dec 13, 2022  21:10:05",9615173303,10,1,one way
"Dec 13, 2022  21:54:00",9431164050,25,5,one way
"Dec 13, 2022  22:27:16",8927578431,20,1,one way
"Dec 13, 2022  22:43:41",8866053950,10,1,one way
"Dec 14, 2022  01:47:25",7448751329,10,1,one way
"Dec 14, 2022  02:33:30",7795718102,20,1,one way
"Dec 14, 2022  02:53:05",7072385071,90,5,return
"Dec 14, 2022  02:57:07",8345794428,10,1,one way
"Dec 14, 2022  03:00:09",9543273149,5,1,one way
"Dec 14, 2022  03:02:44",6963994368,10,1,one way
"Dec 14, 2022  03:14:41",6687712283,5,1,one way
"Dec 14, 2022  03:32:41",9749085560,108,3,return
"Dec 14, 2022  03:45:04",9813862332,9,1,return
"Dec 14, 2022  03:47:23",7045910901,90,5,return
"Dec 14, 2022  04:00:37",7721945142,20,1,one way
"Dec 14, 2022  04:16:45",6898591333,20,1,one way
"Dec 14, 2022  04:47:00",7651209427,20,1,one way
"Dec 14, 2022  05:28:11",7330026331,216,6,return
"Dec 14, 2022  06:05:20",8393745309,5,1,one way
"Dec 14, 2022  06:39:01",6896003252,10,1,one way
"Dec 14, 2022  07:04:57",7612390943,216,6,return
"Dec 14, 2022  07:14:01",8624739160,10,1,one way
"Dec 14, 2022  07:17:54",7349121848,90,5,return
"Dec 14, 2022  07:33:36",9832749158,5,1,one way
"Dec 14, 2022  07:34:28",7876605048,36,2,return
"Dec 14, 2022  07:40:05",7184055738,25,5,one way
"Dec 14, 2022  08:21:16",7497803806,20,1,one way
"Dec 14, 2022  09:17:34",7414952488,5,1,one way
"Dec 14, 2022  09:35:25",6823932581,5,1,one way
"Dec 14, 2022  09:48:58",6981045398,10,1,one way
"Dec 14, 2022  10:32:18",7068467254,20,1,one way
"Dec 14, 2022  11:09:36",7179589196,5,1,one way
"Dec 14, 2022  12:01:00",9478028222,36,4,return
"Dec 14, 2022  13:28:08",9507718838,20,1,one way
"Dec 14, 2022  13:32:36",7341853418,20,1,one way
"Dec 14, 2022  13:43:24",6727372042,20,1,one way
"Dec 14, 2022  13:44:07",8503544421,20,1,one way
"Dec 14, 2022  14:00:32",7714183766,10,1,one way
"Dec 14, 2022  14:08:01",7991446917,36,4,return
"Dec 14, 2022  15:08:38",8613032367,5,1,one way
"Dec 14, 2022  15:09:48",9692685613,10,1,one way
"Dec 14, 2022  17:11:02",7099431241,5,1,one way
"Dec 14, 2022  18:07:55",9347786940,20,1,one way
"Dec 14, 2022  19:00:55",7196882360,10,1,one way
"Dec 14, 2022  19:03:04",7119794843,5,1,one way
"Dec 14, 2022  20:15:39",9690513972,10,1,one way
"Dec 14, 2022  20:20:50",8975866169,25,5,one way
"Dec 14, 2022  20:59:25",6873382800,10,1,one way
"Dec 14, 2022  20:59:34",7680282254,5,1,one way
"Dec 14, 2022  22:18:37",9618315423,20,1,one way
"Dec 14, 2022  22:28:34",8685276344,90,5,return
"Dec 14, 2022  22:41:23",7610676717,20,1,one way
"Dec 15, 2022  01:21:13",7172906006,10,1,one way
"Dec 15, 2022  01:27:42",6546516177,60,6,one way
"Dec 15, 2022  01:41:23",9406269641,5,1,one way
"Dec 15, 2022  02:02:33",9749841554,10,1,one way
"Dec 15, 2022  03:01:52",8340052675,20,1,one way
"Dec 15, 2022  03:45:48",9311244553,10,1,one way
"Dec 15, 2022  03:48:40",9697853420,10,1,one way
"Dec 15, 2022  04:56:56",6957695779,10,1,one way
"Dec 15, 2022  05:05:43",7663223000,10,1,one way
"Dec 15, 2022  05:08:18",7324882829,108,3,return
"Dec 15, 2022  05:12:03",6551236882,216,6,return
"Dec 15, 2022  05:36:49",6833751882,10,2,one way
"Dec 15, 2022  05:40:16",8043011608,10,1,one way
"Dec 15, 2022  05:53:31",7787793442,10,1,one way
"Dec 15, 2022  05:54:49",9799046333,36,4,return
"Dec 15, 2022  06:01:18",8053858006,216,6,return
"Dec 15, 2022  06:35:34",7922697190,10,2,one way
"Dec 15, 2022  07:44:33",7560485362,20,1,one way
"Dec 15, 2022  07:58:39",9620074093,20,1,one way
"Dec 15, 2022  08:43:44",9225623572,20,1,one way
"Dec 15, 2022  09:30:58",7955760717,36,2,return
"Dec 15, 2022  09:36:09",6746615157,216,6,return
"Dec 15, 2022  10:29:34",7721589504,108,3,return
"Dec 15, 2022  11:00:58",6929602783,5,1,one way
"Dec 15, 2022  11:07:26",9146254148,10,1,one way
"Dec 15, 2022  11:15:48",7074908698,20,1,one way
"Dec 15, 2022  11:50:30",6849372178,90,5,return
"Dec 15, 2022  13:14:01",7646674544,20,1,one way
"Dec 15, 2022  13:25:58",8937492638,5,1,one way
"Dec 15, 2022  13:31:09",7085775145,20,1,one way
"Dec 15, 2022  13:54:03",9000685943,5,1,one way
"Dec 15, 2022  14:05:25",9301589399,5,1,one way
"Dec 15, 2022  14:10:36",8557273701,10,1,one way
"Dec 15, 2022  14:22:51",9056163242,9,1,return
"Dec 15, 2022  14:33:04",7353764570,20,1,one way
"Dec 15, 2022  14:48:12",7528015125,10,2,one way
"Dec 15, 2022  14:57:59",8680139319,9,1,return
"Dec 15, 2022  16:06:23",7539730220,10,1,one way
"Dec 15, 2022  16:31:26",7530336415,25,5,one way
"Dec 15, 2022  16:47:08",9834029606,20,1,one way
"Dec 15, 2022  16:59:05",9271198280,5,1,one way
"Dec 15, 2022  17:21:07",8970351000,10,1,one way
"Dec 15, 2022  17:44:44",7821569955,20,1,one way
"Dec 15, 2022  18:06:46",9719362895,10,1,one way
"Dec 15, 2022  19:16:45",7724846686,20,1,one way
"Dec 15, 2022  19:56:21",9000480640,10,1,one way
"Dec 15, 2022  20:11:37",7454292826,10,1,one way
"Dec 15, 2022  20:18:49",7597040273,36,2,return
"Dec 15, 2022  20:50:56",8389129151,10,1,one way
"Dec 15, 2022  21:12:58",8852144512,108,3,return
"Dec 15, 2022  21:51:50",8893350808,5,1,one way
"Dec 15, 2022  21:52:25",9315765288,5,1,one way
"Dec 15, 2022  22:07:24",8462536084,25,5,one way
"Dec 15, 2022  22:16:28",6831597091,90,5,return
"Dec 15, 2022  22:20:04",9420777011,5,1,one way
"Dec 16, 2022  01:09:16",9271662866,90,5,return
"Dec 16, 2022  01:18:55",9059635392,10,1,one way
"Dec 16, 2022  02:15:30",6702513237,10,1,one way
"Dec 16, 2022  02:17:05",7434498222,10,1,one way
"Dec 16, 2022  02:29:28",9098704286,216,6,return
"Dec 16, 2022  02:34:22",7830012642,20,1,one way
"Dec 16, 2022  02:42:26",8537498993,10,1,one way
"Dec 16, 2022  02:45:45",7308753100,60,6,one way
"Dec 16, 2022  02:55:06",8350131254,36,2,return
"Dec 16, 2022  03:30:06",6861594221,10,2,one way
"Dec 16, 2022  03:44:04",7254380785,10,1,one way
"Dec 16, 2022  04:22:31",7894332675,20,1,one way
"Dec 16, 2022  04:25:24",7000079616,36,2,return
"Dec 16, 2022  05:40:42",9562723000,20,1,one way
"Dec 16, 2022  05:49:03",8969583033,5,1,one way
"Dec 16, 2022  05:57:24",9555439525,10,1,one way
"Dec 16, 2022  06:12:14",8234676817,5,1,one way
"Dec 16, 2022  06:13:41",6582729121,20,1,one way
"Dec 16, 2022  06:53:51",9210711785,10,1,one way
"Dec 16, 2022  07:18:29",7514548037,30,3,one way
"Dec 16, 2022  07:37:55",7196002685,25,5,one way
"Dec 16, 2022  08:24:00",6672202779,5,1,one way
"Dec 16, 2022  08:30:03",7693630694,5,1,one way
"Dec 16, 2022  08:56:50",7202700044,80,4,one way
"Dec 16, 2022  08:58:25",9339194767,5,1,one way
"Dec 16, 2022  09:07:21",6578795150,10,1,one way
"Dec 16, 2022  09:29:23",9716392972,10,1,one way
"Dec 16, 2022  09:33:59",7857777827,10,1,one way
"Dec 16, 2022  09:43:29",7219183995,5,1,one way
"Dec 16, 2022  09:46:39",8779942593,216,6,return
"Dec 16, 2022  09:56:27",7336172230,5,1,one way
"Dec 16, 2022  10:43:24",9472794275,5,1,one way
"Dec 16, 2022  11:03:24",9774590940,20,1,one way
"Dec 16, 2022  11:12:46",9348571092,5,1,one way
"Dec 16, 2022  11:21:42",9316390818,20,1,one way
"Dec 16, 2022  12:13:58",9256122367,10,1,one way
"Dec 16, 2022  12:20:18",9737910236,10,1,one way
"Dec 16, 2022  12:38:27",9019497339,5,1,one way
"Dec 16, 2022  12:58:11",7740324621,5,1,one way
"Dec 16, 2022  13:26:07",9257759854,20,1,one way
"Dec 16, 2022  13:28:16",9256958082,10,1,one way
"Dec 16, 2022  13:37:29",7930949927,5,1,one way
"Dec 16, 2022  14:19:24",9100688781,5,1,one way
"Dec 16, 2022  14:36:14",7690560019,5,1,one way
"Dec 16, 2022  14:37:24",9147178352,20,1,one way
"Dec 16, 2022  15:15:33",7323194879,5,1,one way
"Dec 16, 2022  15:36:17",9562351860,108,3,return
"Dec 16, 2022  16:07:58",8279435082,10,1,one way
"Dec 16, 2022  16:09:42",7832893486,20,1,one way
"Dec 16, 2022  16:31:09",6734121922,20,1,one way
"Dec 16, 2022  16:34:28",6755236658,5,1,one way
"Dec 16, 2022  16:48:26",6602465427,60,6,one way
"Dec 16, 2022  16:59:31",9761734688,5,1,one way
"Dec 16, 2022  17:03:33",8747330114,20,1,one way
"Dec 16, 2022  17:14:38",9048147716,5,1,one way
"Dec 16, 2022  17:33:56",8458288043,5,1,one way
"Dec 16, 2022  18:20:36",8516852475,20,1,one way
"Dec 16, 2022  18:26:04",9166006110,20,1,one way
"Dec 16, 2022  19:03:56",9841033572,20,1,one way
"Dec 16, 2022  20:07:35",7590590153,20,1,one way
"Dec 16, 2022  20:16:39",8630916958,20,1,one way
"Dec 16, 2022  20:35:23",9279322267,5,1,one way
"Dec 16, 2022  21:35:43",7005032598,5,1,one way
"Dec 16, 2022  21:43:29",7173422584,60,6,one way
"Dec 16, 2022  22:17:37",7876500359,20,1,one way
"Dec 16, 2022  22:21:39",9378131777,36,2,return
"Dec 16, 2022  22:37:55",7249033109,20,1,one way
"Dec 17, 2022  01:32:27",7047769314,80,4,one way
"Dec 17, 2022  01:38:12",8754975535,108,3,return
"Dec 17, 2022  02:52:57",7363394131,10,1,one way
"Dec 17, 2022  03:22:54",7551477019,5,1,one way
"Dec 17, 2022  03:24:46",9710315059,5,1,one way
"Dec 17, 2022  03:51:16",8812619253,36,4,return
"Dec 17, 2022  04:01:47",7198317354,10,1,one way
"Dec 17, 2022  05:24:09",9444927248,5,1,one way
"Dec 17, 2022  05:40:51",8373323539,5,1,one way
"Dec 17, 2022  05:43:44",6613981605,90,5,return
"Dec 17, 2022  06:02:10",9372045453,60,6,one way
"Dec 17, 2022  06:16:08",9497450684,20,1,one way
"Dec 17, 2022  06:23:46",8653660647,5,1,one way
"Dec 17, 2022  06:52:25",7440850065,20,1,one way
"Dec 17, 2022  07:08:41",9051666426,10,1,one way
"Dec 17, 2022  07:39:22",8402769543,10,1,one way
"Dec 17, 2022  07:41:48",7062581218,5,1,one way
"Dec 17, 2022  08:30:37",8979284967,9,1,return
"Dec 17, 2022  08:49:55",8541365698,10,1,one way
"Dec 17, 2022  08:58:16",8346304180,10,1,one way
"Dec 17, 2022  09:55:35",9778096401,80,4,one way
"Dec 17, 2022  10:00:55",9139276041,5,1,one way
"Dec 17, 2022  10:07:41",8163274786,5,1,one way
"Dec 17, 2022  12:07:21",9036554324,90,5,return
"Dec 17, 2022  12:08:04",9134598515,9,1,return
"Dec 17, 2022  13:31:44",8453640873,20,1,one way
"Dec 17, 2022  13:52:02",9712504386,10,1,one way
"Dec 17, 2022  14:16:13",9832759519,20,1,one way
"Dec 17, 2022  15:32:07",6778282804,10,1,one way
"Dec 17, 2022  16:25:24",8282031361,108,3,return
"Dec 17, 2022  17:13:38",8077369011,5,1,one way
"Dec 17, 2022  17:41:25",8625273370,5,1,one way
"Dec 17, 2022  17:45:19",7897428616,20,1,one way
"Dec 17, 2022  18:16:51",7760615150,36,2,return
"Dec 17, 2022  18:29:40",7232700831,10,1,one way
"Dec 17, 2022  18:30:14",8293712879,5,1,one way
"Dec 17, 2022  19:29:34",9200563710,20,1,one way
"Dec 17, 2022  19:44:07",8071561490,36,4,return
